AADAC,AADACL2,ABCA13,ABCA17P,ABCA8,ABCB4,ACER1,ACTL8,ACY3,ADAM12,ADAM23,ADAMTS12,ADAMTS2,ADAMTS4,ADCYAP1R1,ADH1B,AFF3,AICDA,AKR1B15,AKR1C2,AKR1E2,ALG1L,ALX1,AMY1A,ANGPTL6,ANKRD35,ANO4,ANXA10,ANXA9,APOBEC3B,APOL1,ARG1,ARTN,ASPN,ASS1,ASTN2,ATF3,ATP13A5,ATP6V0A4,B4GALNT2,BANK1,BARX2,BCL2L10,BEND4,BFSP2,BGN,BLK,BMPR1B,BNC1,BOLL,C11orf21,C12orf42,C12orf56,C12orf77,C14orf39,C15orf54,C15orf62,C16orf89,C19orf57,C1orf228,C1QL1,C4BPA,C4orf47,C5orf38,C5orf46,C6orf141,C6orf223,C8G,C9orf172,C9orf84,CA2,CA9,CACNA1B,CACNG4,CALB2,CBLN2,CBS,CCDC155,CCL11,CCL14,CCL19,CCL21,CCL7,CCR6,CCR8,CD109,CD177,CD180,CD19,CD1C,CD22,CD276,CD37,CD40LG,CD52,CD72,CD79A,CD79B,CDH3,CDKN2A,CDY1B,CDY2B,CEL,CELSR3,CFHR3,CHI3L2,CHP2,CHRM2,CHST4,CHST8,CIDEA,CLDN1,CLDN14,CLDN17,CLEC17A,CLEC2A,CLEC3B,CLEC4C,CLGN,CLIC3,CLU,CMA1,CNFN,CNR2,COL10A1,COL11A1,COL12A1,COL1A1,COL1A2,COL21A1,COL22A1,COL3A1,COL4A1,COL4A2,COL4A5,COL5A1,COL5A2,COL6A3,COL7A1,COL8A1,COMP,CORO1A,CPA6,CR1,CR2,CRCT1,CRIP3,CRISP3,CRNN,CRTAC1,CRYM,CSAG2,CSAG3,CSF2,CSMD1,CSPG4,CST1,CST2,CTHRC1,CWH43,CXCL10,CXCL11,CXCL3,CXCL5,CXCL9,CXCR5,CYP19A1,CYP1A1,CYP1B1,CYP26A1,CYP4F22,CYP4Z1,DAZ3,DCAF12L2,DDX25,DHRS2,DLGAP1,DLX6,DMRTA2,DNAH11,DNAH14,DNAH17,DNAH2,DNTT,DPY19L2P1,DSCAM,DSG2,DTX1,E2F7,ECM1,ECT2,EDARADD,EDN2,EEF1A2,EGFL6,ELAVL2,ELL3,EML6,EMP1,EN1,EN2,ENDOU,ENPEP,EPCAM,EPPK1,EPYC,ERC2,ERRFI1,ESM1,F10,FAM129C,FAM182A,FAM183A,FAM25A,FAM3D,FAM71F1,FAP,FAT1,FATE1,FCAMR,FCER2,FCGR1A,FCGR3A,FCHO1,FCRL1,FCRL2,FCRL3,FCRL4,FCRLA,FEZF1,FGFBP2,FHAD1,FKBP6,FLG,FMO9P,FN1,FNDC1,FNDC4,FOXD1,FOXD3,FOXG1,FOXJ1,FRMD1,FSTL4,FUT7,FXYD1,GABRE,GABRQ,GAD1,GAD2,GAL3ST2,GAPT,GAST,GBX1,GCOM1,GDF10,GDF15,GDF7,GDPD3,GFRA2,GJB4,GPR137C,GPR158,GPR161,GPR39,GPX2,GRAP,GREM1,GREM2,GRIN2D,GRP,GSX2,GYS2,HAL,HAP1,HAPLN1,HAS3,HBA1,HBD,HCG22,HEPACAM2,HEPN1,HLA-DOB,HMGA2,HMHB1,HMSD,HNF4G,HOPX,HOTAIR,HOXA10,HOXA5,HOXA6,HOXA7,HOXA9,HOXB1,HOXB13,HOXB7,HOXB9,HOXC10,HOXC11,HOXC13,HOXC5,HOXC6,HOXC9,HOXD10,HOXD11,HOXD13,HPR,HS3ST4,HSD17B3,HSD17B6,HSF2BP,HSFY2,HTR3A,HTRA3,IDO1,IFI6,IFIT3,IFNE,IGF2BP2,IGFBPL1,IGFL2,IGLL1,IGSF9,IL11,IL12RB2,IL17F,IL19,IL21,INHBA,IQCA1,IRX4,IRX5,ISL1,ITGA11,ITGA3,ITGAD,ITGB4,ITGB6,ITIH1,ITPKA,KBTBD8,KCNB2,KCNG3,KCNJ12,KCNK12,KCNMB2,KCNS1,KIAA0408,KIF12,KIF26B,KLHDC7B,KLHL14,KLHL34,KLHL35,KLK12,KLRB1,KPRP,KREMEN2,KRT13,KRT15,KRT17,KRT3,KRT4,KRT75,KRT76,KRT78,KRT8,LAMA1,LAMA3,LAMB4,LAMC2,LCE1B,LCE1C,LCE3A,LCE3C,LCN10,LDHC,LEMD1,LEP,LGI1,LHX2,LHX9,LILRA4,LIMD2,LIN28B,LINGO2,LINGO3,LOX,LRAT,LRMP,LRRC7,LRRIQ1,LTA,LTB,LYL1,LYPD2,MAGEA6,MAL,MAP1LC3C,MAP7D2,MASP1,MATN3,MDK,MEF2B,MEGF10,MEOX2,MESP2,MEST,MFAP2,MLF1,MLNR,MMP1,MMP10,MMP11,MMP13,MMP3,MS4A1,MSGN1,MSR1,MT3,MUC16,MUC2,MUC21,MUCL1,MUSK,MYBPH,MYH7,MYO10,MYO3A,MYO7B,MYOC,NAPSB,NAT8B,NCCRP1,NCF1B,NCR3,NEAT1,NEFH,NEFL,NEIL1,NKX2-4,NLGN4Y,NLRP11,NLRP4,NOG,NOS2,NOX4,NPHS1,NPM2,NPNT,NR0B1,NRIP3,NTRK2,NTS,NUDT11,NUP62CL,NXPH4,OAS3,OASL,OCA2,OGDHL,OLR1,ONECUT2,OR2B2,OR2B6,OTC,P2RX5,PADI1,PADI3,PAGE5,PAX5,PCDHB9,PCLO,PCNAP1,PCSK9,PEG3,PHLDB2,PI15,PIWIL2,PKHD1L1,PLA2G2F,PLAC1,PLAT,PLAU,PLAUR,PLD4,PLOD2,PLP1,PNCK,PNLDC1,PNOC,POSTN,POTEF,POU2F2,POU3F3,PPEF1,PPP4R4,PRAME,PRLR,PRSS21,PRSS27,PSG3,PSG5,PSG8,PTGDS,PTGFR,PTGS2,PTH2R,PTHLH,PTPRCAP,PTPRH,PTPRZ1,PTX4,PXDN,PYDC1,PYY2,QRFPR,RAB37,RANBP17,RASGRP2,RBMY1A1,RCOR2,RDH12,RGS13,RGS4,RHBDL3,RHBG,RHCG,RHOXF1,RIBC2,RIMS2,RNASE7,RNF212,RNF222,ROS1,RPLP0P2,RPTN,RSPO1,RTP3,RYR3,SALL3,SASH3,SBSN,SCARA5,SCD5,SCGB1A1,SCGB2A1,SCHIP1,SCN7A,SDR9C7,SDS,SELL,SEMA3C,Sep-01,Sep-12,SERPINA10,SERPINA3,SERPINA5,SERPINA9,SERPINB3,SERPINB4,SERPINE1,SEZ6L2,SFRP2,SFRP4,SH2D5,SH3GL2,SHISA2,SHOX2,SIGLEC6,SIM1,SIT1,SIX1,SIX4,SIX6,SLC11A1,SLC16A1,SLC24A2,SLC26A5,SLC27A6,SLC28A3,SLC2A1,SLC38A3,SLC5A12,SLC5A7,SLC6A14,SLC6A8,SLC8A2,SLCO1B1,SLCO1B3,SLCO6A1,SLURP1,SMC1B,SNORA56,SNX22,SOHLH1,SORCS1,SOST,SOX14,SOX30,SOX6,SOX8,SP8,SP9,SPARC,SPATA17,SPIC,SPINK6,SPINK7,SPNS2,SPOCD1,SPP1,SPRR2B,SPRR3,SRPX,ST6GALNAC2,STAG3,STAP1,STC1,STC2,SULF1,SULT1E1,SYCE2,SYCP1,SYCP2,SYNPR,SYT10,SYT8,TAF7L,TBC1D10C,TBL1Y,TBX4,TCAM1P,TCEAL2,TCL1A,TCL1B,TCL6,TCP11,TDRD5,TDRD9,TEX15,TGM3,TGM7,THBS2,TIMD4,TLR10,TLR9,TLX2,TLX3,TMEM132C,TMEM145,TMEM156,TMPRSS11B,TMSB15A,TNFAIP6,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFSF18,TNS4,TNXB,TP63,TREM1,TREM2,TREML2,TRHDE,TRIM31,TSPAN1,TSPY1,TSPY4,TTC24,TTTY2,TTTY4C,TTTY9B,TUSC3,UCN2,UCP1,ULBP1,ULBP2,UNC93A,UPB1,UPK1A,VAT1L,VCAN,VEGFA,VIT,VPREB3,VSIG10L,VSIG2,VSIG8,VTCN1,WDR66,WDR72,WNK2,WNK3,WNT2,WNT2B,WNT7B,WNT9A,XKR9,XKRY,XKRY2,YBX2,ZAP70,ZBTB8B,ZC3H12D,ZFR2,ZIC1,ZIC2,ZIC5,ZIM2,ZNF541,ZPLD1
3,9,7738,264,36,37,1,3,25,1048,235,308,311,228,0,39,119,10,3,80,235,58,118,7,7,39,12,118,13,548,7119,3,57,548,2201,571,1948,3,1,6,300,4,10,39,7,1246,61,165,2644,18,31,7,15,0,48,27,58,4,219,22,3,0,4,3,22,67,133,15,37,328,507,29,33,12,1,1665,1297,22,1,4,165,66,21,228,77,3505,390,262,67,57,115,377,264,9,455,128,174,110,2264,3304,6,6,1581,232,4,58,230,6,4,7,0,16683,4,1,34,0,13,15,5507,30,885,0,75,34,782,669,4516,16255,21529,861,250,45104,9200,4522,1772,2356,6651,13985,9876,282,66,747,16,185,109,1,1,6,128,0,9,1,1,0,88,136,18,1,812,4,8833,818,7,25,7511,57,139,7,1493,130,1,4,4,1,0,51,42,48,402,554,203,24,6,3,3,3,6517,31,911,855,8814,1960,440,1,514,346,54,86,13432,4,15,9,128,824,2633,0,51,2428,82,1,39,49,6,0,277,7,602,5446,6,3,24,404,3007,63,75,67,183,25,80,31,3,52,0,56,6,66219,292,12,66,6,6,341,3,234,36,0,914,57,61,3,1,75,3,0,253,6,207,6,41,7,209,66,19,92,55,246,69,1562,13,24,1,1,7,6,884,34,1040,0,0,64,3,3,108,392,0,54,207,405,13,174,3,0,4,12,9,25,88,19,10,1,15,6,12,22,7,1,1,0,12,1,73,79,3,3,61,6458,1459,1641,70,192,40,34,0,595,15,486,0,1,3,428,264,1,12,73,131,1486,12,5571,3358,1,9,177,201,219,10,0,73,300,0,4,182,33,143,3,158,1,109,21,64,67425,50100,2247,6,203,3,7,258,12244,79,2911,0,3642,4,3,0,0,9,149,1,13,0,22,6,19,449,15,170,0,1835,271,249,30,282,27,204,43,4,3,1706,1,770,22,40,3177,18,67,30,48,1343,298,2526,0,86,52,291,7,3,809,0,2510,1,663,15,586,0,3,1,1,2562,827,4,6,231,3,63,16,9,98209,28,12,12,1,323,4,9,3,22,133,1,15,2993,0,1155,954,15599,73,165,57,3923,733,7,94,517,341,4,1,0,80,557,85,0,49,128,872,4,77,88,3650,113,4,64,3,49,542,1019,1025,51,5674,12,104,1,16,26346,7,76,0,10,10,4,76,3,100,3,1,13,110,36,1276,9,341,207,122,5249,0,750,1,7,4,48,867,69,3,42,3,30,277,21,1,4,1,85,495,27,335,15,3,34,197,18,3,130,4,483,13,16,387,0,1,964,6,6,376,566,1672,140,1,1,13,0,4,7,0,1936,40,298,800,13,15,100,219,10,7,64,119,475,1,195,2210,4,4,7,37,11155,3,31,200,76,2049,39,3,362,7,15,917,1,146,0,15,6,3,128,2036,6,0,6,14274,36,7,0,31,56,110,8373,0,7374,7,1022,2006,46,95,67,6598,16,21,3,4563,3,16,18,477,127,4,15,80,0,33,1,10,75,109,15,937,54,3,3432,1,221,19,15,31,3,3,73,885,55,140,537,3,19,40,1472,70,18374,51,188,24,4,7,1303,14,45,3,1,0,4,441,159,0,61,217,15,119,13,21,8238,2364,4,18,75,10,0,10,168,15,168,423,54,110,124,168,405,0,0,51,173,12,72,176,9,103,151,3,362,9
17,0,7351,86,196,193,3,7,15,1023,183,156,424,397,1,1097,607,92,48,365,117,49,46,1,34,75,13,0,18,86,2528,3,14,342,883,311,444,0,51,1,1423,13,14,180,25,1156,501,10,865,24,100,39,44,3,41,13,94,14,87,46,7,1,3,8,3,21,11,37,92,173,215,14,11,8,32,468,306,3,21,83,2131,877,8,955,127,1311,297,1066,549,194,1089,715,1192,128,1989,517,2079,924,2568,686,10,2,68,121,3,462,55,18,14,4,0,5793,21,1,170,34,72,58,272,93,3683,0,397,173,837,20,1823,8437,13624,315,32,53430,6442,3544,887,1494,4303,26423,2579,479,70,3548,10,1208,1299,17,7,20,1654,15,85,10,0,4,280,85,8,1,651,0,3676,804,39,18,17914,440,149,4,2792,1,18,23,19,0,0,28,21,7,141,320,75,118,24,4,7,4,1801,165,282,482,1834,418,7,4,365,3,214,165,3931,28,14,45,145,213,730,1,54,1472,37,15,204,3,4,1,317,6,710,6470,10,63,151,568,4821,242,632,496,882,131,655,8,11,130,4,41,1,19811,423,28,110,21,13,7,1,80,163,10,858,68,30,1,1,318,1,0,310,11,562,17,124,37,115,66,54,68,22,139,387,1007,17,75,3,0,7,24,420,27,1072,8,1,72,6,7,625,35,3,30,32,739,1,82,14,3,32,24,1,25,72,7,6,3,6,7,17,28,18,14,7,3,21,18,42,45,7,10,62,4848,799,1185,27,93,0,14,4,151,3,511,3,21,24,441,18,18,32,58,75,1021,72,1904,289,14,17,732,101,52,23,10,39,90,31,0,270,158,158,7,70,169,489,13,418,49441,18966,1507,1,1445,4,0,263,2255,41,1765,7,1727,10,14,0,0,44,21,6,32,3,6,3,149,1874,17,45,32,1039,37,1687,15,15,86,1155,217,275,0,186,30,492,20,39,315,39,186,170,3,406,75,366,0,41,0,138,17,11,5282,3,2638,4,1089,23,1013,56,14,3,7,1741,65,31,8,630,4,652,201,66,51130,276,341,49,3,397,14,14,25,49,214,4,10,1334,0,825,1713,3066,370,66,52,1839,413,4,20,169,70,6,4,1,447,192,693,0,396,31,390,8,37,159,854,644,30,207,38,21,2611,1586,779,175,1587,8,187,0,162,5149,20,448,0,4,49,56,194,27,148,3,7,3,2315,173,961,42,46,1570,161,1204,6,718,1,3,6,439,432,566,3,8,20,142,297,24,3,1818,4,24,83,66,11,14,6,39,235,11,0,220,8,2234,237,170,323,0,0,207,14,10,76,3658,2782,952,4,6,530,21,69,1927,1813,745,28,1680,3139,6,10,200,87,39,14,462,118,269,7,311,1444,1,10,7,190,2607,0,23,6,501,1685,21,0,4,7,66,134,3,493,4,23,6,1,63,293,23,3,10,15159,7,68,1,459,383,51,2576,4,16938,54,218,364,477,292,189,3452,30,10,1,958,7,6,3,179,931,62,4,17,3,355,4,59,32,27,344,15,2854,7,2979,52,1156,179,7,24,11,0,537,1241,17,470,199,145,124,6,518,221,3410,108,269,158,2,1,423,18,45,59,3,3,1,383,37,1,19,77,8,41,3,6,8682,1259,10,110,127,6,1,266,59,386,160,314,28,85,93,4,46,1,1,14,1055,23,424,35,32,35,63,0,76,6
28,9,10875,258,44,38,0,0,3,1127,1216,401,564,401,12,6,222,57,4,131,142,48,13,48,9,207,7,1,44,75,1690,3,51,647,1227,399,850,42,42,7,685,15,13,19,3,1375,290,146,4112,19,13,12,79,3,23,23,92,3,344,4,0,0,20,15,1,204,12,74,913,232,117,443,4,0,15,430,404,1,80,17,236,134,1,305,17,3655,271,220,267,32,691,1315,529,36,243,103,450,281,7064,1060,0,0,74,134,1,112,4,0,1,6,0,16332,42,1,50,0,22,3,185,98,2080,0,138,61,765,716,10152,37792,26051,2090,1267,39918,13937,11203,4343,8512,7366,16391,35835,280,12,1160,146,442,880,16,4,0,101,3,4,1,1,29,862,2141,55,1,294,4,1012,76,134,439,461,273,143,0,2567,0,6,20,0,0,0,3,1,47,373,1369,296,375,4,0,52,3,8096,144,673,472,1974,1548,131,1,98,112,231,206,2870,13,23,7,176,587,1286,3,16,1716,388,13,67,4,0,0,96,4,328,51383,45,58,71,45,505,98,166,112,181,15,172,13,3,45,7,80,1,23692,351,26,264,95,114,3,15,450,42,3,835,214,216,1,9,57,0,38,196,3,28,6,85,16,90,39,7,834,135,26,171,1150,7,10,4,0,0,10,73,55,1114,21,0,4,1,0,153,89,0,32,25,608,1,108,55,16,0,15,0,350,3,3,12,1,0,15,118,85,6,1,1,0,816,9,15,182,9,16,243,111,233,201,25,34,32,3,0,2203,109,190,6,16,4,264,147,290,119,71,356,2605,3,10837,7137,1,39,195,490,64,12,12,61,392,0,16,303,564,38,9,42,10,42,3,3086,28959,55872,25827,0,3303,1860,249,252,4406,872,5181,165,6034,0,10,17,0,12,44,386,338,0,245,0,13,512,0,66,24,978,85,571,427,83,13,198,86,77,0,496,3,684,271,23,1843,84,71,15,3,552,160,415,3,3465,55,2316,66,1203,1797,155,153,1,618,1,87,0,20,10,0,2000,185,15,0,172,4,641,62,17,478220,436,370,67,0,1098,1,19,1,1372,153,12,38,7504,0,232,2267,51,585,141,92,1109,111,163,0,80,128,19,6,0,203,111,13,1,284,36,1541,1,445,114,1322,363,9,26,19,1,985,2340,385,12,1773,1,77,10,32,2990,3,283,0,25,191,42,1494,26,166,16,4,26,245,55,777,7,456,324,6,1217,66,4363,12,4,71,38,1125,207,0,347,13,108,235,156,0,4695,1,192,676,16,398,22,19,48,48,12,230,1264,181,445,44,6,6122,0,0,299,1,20,25,448,1434,252,0,12,955,22,57,1221,584,1653,51,427,54,34,0,2316,246,17,19,66,278,723,4,195,3644,10,7,93,480,12044,0,4,3,490,4074,1,0,0,10,12,599,26,316,1,22,17,16,203,2278,19,35,10,11019,0,3,0,13,377,17,2880,6,3955,23,382,1550,106,265,277,1914,356,22,0,2184,1,52,89,226,216,111,74,128,0,175,4,28,63,195,927,0,414,4,5001,10,360,66,57,13,4,0,105,268,66,136,376,35,101,6,1229,130,5284,50,39,35,3,0,153,1,1,6,0,0,0,1710,534,1,12,56,0,118,0,16,4491,4972,12,66,26,6,6,7,115,520,3057,777,35,153,764,20,147,1,1,57,313,56,150,98,3,749,242,5,405,3
3,1,5368,128,2,11,0,1,10,572,666,292,158,607,0,6,26,3,2,2950,93,72,54,1,2,11,282,0,1,155,18734,0,79,519,8607,166,669,2,2,47,107,51,22,27,2,856,6,93,4818,16,7,1,93,2,4,11,49,1,300,1,14,3,34,3,0,33,171,7,208,349,2941,1310,79,4,0,58,170,1,36,0,48,26,17,165,9,2653,58,116,0,12,11,1851,102,22,220,21,187,9,10080,1258,7,4,583,224,10,163,10,7,0,0,0,1638,464,0,6,1,17,0,268,136,2334,0,1812,4,143,17,6167,4631,6579,651,1,14793,14672,5752,2299,2340,6442,7397,16043,103,1,620,224,51,16,132,1,13,66,14,0,1,1,28,114,364,7,0,170,36,1589,119,411,1256,1856,19,37,2,107,8,1,60,2,0,8,3,18,70,98,963,497,583,9,0,6,10,2814,27,1218,1292,7706,1003,532,1,182,252,44,100,3272,49,6,12,380,407,2502,0,313,5227,771,1,11,22,16,24,20,0,83,40411,2,9,7,75,784,28,10,10,21,13,20,3,2,36,22,113,1,12824,60,11,69,21,2,361,3,404,27,0,486,114,16,2,0,69,0,0,146,2,49,0,23,23,1077,96,22,340,78,818,54,476,14,11,1,1,1,2,230,631,1103,11,0,22,4,2,37,57,1,39,68,1046,7,88,20,6,0,6,3,303,463,23,80,27,44,8,29,69,162,289,278,1,52,114,37,39,6,1,137,883,808,661,27,743,11,0,0,291,22,571,16,468,1,266,399,246,50,79,27,29432,2,15871,2057,1,30,98,18,102,18,1,64,173,14,1,59,96,6,0,93,8,114,30,316,20098,68269,130034,2,42,427,3,84,5392,13,17323,58,42636,1,188,0,0,8,33,6,6,3,283,12,3,381,19,39,2,1799,163,76,16,194,17,69,30,2,1,167,3,328,83,7,1661,38,40,9,16,677,251,692,0,3541,304,374,128,1709,84,7,402,0,169,41,109,14,4,0,0,2194,226,4,4,24,0,1317,30,0,32327,20,31,7,12,1310,3,3,6,102,84,3,12,1926,0,878,1427,476,50,179,588,3593,353,1,1222,47,141,0,1,1,45,306,480,0,20,44,1201,4,759,38,1519,902,2,9,9,1,20953,2586,2432,11,4792,2,78,447,13,1118,3,102,1,13,168,4,76,66,176,0,2,3,18,16,1252,3,2909,198,31,1970,1,792,1,17,0,36,331,18,0,49,6,2,127,117,0,93,2,170,161,274,747,14,8,22,73,7,104,170,128,374,3444,2,1352,0,0,247,16,46,10,229,880,90,1,2,60,0,9,1411,540,5998,346,76,9,137,10,152,82,1,12,66,337,573,0,90,20544,3,1,58,263,66191,4,34,12,178,6816,8,2,6,18,2,1253,0,106,1,13,26,1,61,736,4,3,56,10403,52,1,21,14,96,21,2911,41,2328,1,813,2592,6,4226,260,3788,86,78,1,2644,4,3,16,0,99,13,8,77,2,2,0,9,144,23,10,48,137,0,723,3,54,8,21,33,4,0,32,184,2,103,430,2,9,2,3490,12,50527,534,36,19,15,8,287,18,48,2,1,7,1,749,299,1,17,137,0,54,0,4,1490,13253,4,1,23,0,2,11,178,3,253,406,10,251,133,54,112,2,2,127,109,12,59,164,13,159,141,2,108,3
70,62,18347,51,745,52,0,7,10,5100,2941,2003,1463,578,4,28,162,15,14,2529,120,119,6,3,5,118,55,1,25,936,4439,0,89,12241,1086,231,1228,90,0,11,90,4,7,72,6,6840,14,314,1796,31,6,4,153,6,15,68,90,6,184,1,27,0,11,7,176,31,107,20,27,231,266,338,188,48,60,42,509,7,53,94,311,540,0,263,149,4449,646,269,3,146,42,1789,219,28,1084,53,93,44,2630,1249,14,10,110,105,7,21,75,18,3,10,1,27754,32,7,10,1,111,10,31,51,1658,7,114,7,13937,27969,38183,63468,92588,889,850,194269,17264,9259,1803,13298,33965,69302,3283,5111,1428,645,218,280,8,8,1,10,11,58,8,0,0,0,79,809,29,128,3502,1,1336,169,30,21,3813,25,155,6,1336,152,120,52,12,0,37,24,18,55,245,301,221,1032,177,6,31,8,3683,60,975,1105,5409,419,44,136,179,30,106,103,5610,82,17,20,460,938,1370,730,315,2855,442,10,25,34,1,13,55,188,3955,32115,1,24,13,230,2693,53,17,32,118,13,18,10,15,83,4,295,3,233131,2752,132,122,8,69,4,7,105,32,38,934,48,82,0,1,204,0,1,154,31,60,4,9,62,233,121,41,290,24,710,126,6733,91,32,79,0,11,3,79,1080,3793,59,0,73,1,6,56,208,3,27,15,924,8,115,25,1,60,37,1,53,256,24,31,20,46,10,91,60,381,329,546,3,115,1,166,48,8,7,1689,549,923,997,8,1323,35,34,1,474,23,229,4,11,1,2418,315,59,108,38,3148,1457,14,2876,5052,0,18,266,198,173,82,0,208,315,14,4,705,104,11,13,89,4,143,21,37,14835,24844,21665,7,63,4,3,21,2343,211,4707,11,6041,10,46,0,0,21,11,152,17,14,104,31,25,369,39,27,7,2925,89,553,94,113,48,249,39,3,6,134,8,311,80,215,2176,29,1522,233,35,776,1533,1761,4,5311,2432,9792,714,267,194,1,2779,6,1215,63,35,0,45,226,284,1937,992,7,10,149,1,658,32,1,64758,62,293,21,1,875,6,4,20,201,1259,8,58,3450,0,421,9896,12011,101,70,198,1895,80,32,60,1236,183,3,1,0,81,117,23,0,13,155,1322,11,577,310,6859,287,11,46,11,4,2345,3962,759,60,8751,35,228,496,14,66700,15,70,0,141,449,204,793,113,58,4,1,0,125,125,2321,6,1328,231,13,4654,0,4494,3,76,10,42,356,68,11,23,0,34,1039,304,1,1062,0,145,211,44,288,14,17,89,1097,15,13,370,10,421,242,150,2447,0,1,799,165,0,160,675,5374,77,6,8,184,6,11,9400,279,3128,277,7909,6771,18,25,2781,405,46,34,100,336,927,1,127,6751,34,3,30,284,6727,3,66,18,72,5141,10,3,8,14,1,970,0,139,201,70,107,46,108,1650,15,10,15,62907,10,4,3,11,144,115,8286,3,9159,127,1252,1075,23,1191,557,31589,37,44,3,3567,6,32,6,298,72,8,20,72,24,1,6,44,222,100,21,309,10,1,14053,4,131,18,8,24,30,6,42,253,38,459,577,8,10,198,1658,645,18684,63,235,32,30,11,75,27,118,4,1,10,4,895,24,7,253,417,8,73,3,38,41705,4263,55,8,52,4,0,52,215,1544,390,402,378,494,302,32,110,4,4,98,138,52,91,38,173,132,127,2,89,51
0,3,9973,126,490,88,1,0,13,589,54,117,172,64,2,29,255,73,45,65,205,110,27,0,6,129,5,1,62,435,9621,8,3,1241,8614,354,856,5,67,4,727,82,7,57,11,203,149,8,1844,47,26,8,189,3,24,18,101,23,87,14,3,1,1,14,0,39,13,4,22,407,1361,25,22,2,1,285,63,7,60,92,831,100,1,646,75,3900,206,649,201,105,434,551,399,79,1169,136,1140,552,4240,864,0,0,88,195,2,254,4,57,8,5,1,8926,8,1,86,1,63,75,53,230,2994,0,1045,63,316,29,1814,3922,7982,393,310,21571,2021,1274,830,895,2662,9381,3528,98,5,1389,35,197,1306,42,4,7,1725,1,55,0,0,2,9,84,81,0,455,11,5194,408,34,12,4559,223,194,3,398,0,5,79,0,3,35,13,1,2,126,78,29,591,3,1,3,1,7170,90,591,2538,2723,718,314,5,134,37,299,166,23479,0,4,61,54,278,1852,1,437,1918,43,19,81,200,25,56,204,0,327,16794,0,155,114,229,1296,58,264,221,437,14,302,4,10,41,6,28,2,5006,81,14,8,14,1,2,0,92,43,7,452,54,68,0,8,352,4,7,720,20,303,2,216,60,148,88,5,86,62,79,200,1120,4,7,3,0,1,12,136,21,1236,4,2,7,1,0,421,35,1,20,38,2031,5,106,50,8,83,233,2,20,122,2,40,15,33,9,23,41,1,0,9,0,79,1,37,19,0,4,139,5710,1253,2454,16,37,5,3,1,337,4,167,7,1758,13,31,38,98,107,28,40,2188,22,5241,2459,1,17,828,26,66,4,4,92,162,0,0,71,29,55,5,31,62,387,13,82,100784,59806,24841,0,3163,26,1,1910,6231,11,4675,1,5221,1,26,0,0,20,12,131,0,1,2,0,130,689,1,1,3,786,56,1880,0,10,35,564,80,274,14,1511,5,12,140,6,557,60,14,111,3,638,76,473,0,333,16,505,31,21,2779,1,568,0,2093,9,466,0,27,1,4,2120,14,11,2,394,1,1676,90,26,46381,775,5,43,0,3,9,19,5,579,115,22,18,822,0,285,1742,1626,51,175,55,4386,737,57,20,132,103,10,6,0,153,595,1450,1,139,10,1497,5,168,79,2075,136,716,107,1,1,3119,2582,405,132,2789,12,14,4,64,3452,6,137,0,2,77,42,59,139,591,0,0,0,315,157,168,5,335,611,498,3114,0,323,1,15,12,117,498,139,0,2,4,225,79,108,1,16403,1,120,556,191,78,94,12,20,17,26,5,29,1,1030,622,33,198,0,0,255,21,20,39,1691,1905,363,1,0,43,10,69,150,33,228,60,347,121,2,1,380,65,33,1,221,177,211,3,19,3019,1,10,127,313,4384,3,5,0,2112,934,8,0,1,35,21,695,0,224,157,30,3,0,69,407,12,1,5,4580,4,17,7,19,609,10,1747,7,21044,115,483,782,360,380,29,623,78,24,29,2024,12,2,1,255,352,0,3,52,7,367,3,36,92,39,23,843,611,1,1081,73,868,70,6,18,9,0,289,2374,108,79,299,29,32,18,782,298,11598,7,75,78,11,39,2706,0,0,11,0,0,0,894,37,1,26,142,3,38,0,6,4725,757,24,75,301,7,2,132,99,4017,28,327,52,66,109,26,109,0,0,35,297,0,146,58,0,23,26,2,24,0
