"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MAP1LC3C",17.6985568288251,2.26115944975113,0.350849924697526,6.44480528733336,1.15748921006279e-10,1.56576883996119e-09
"GNAI2",3448.21292930814,0.688140800322319,0.10680304875759,6.44308199370023,1.1707140534221e-10,1.58244213718706e-09
"CHML",1709.57858763516,-1.01178554187977,0.157041615609849,-6.44278612360576,1.17299941737753e-10,1.58431440878182e-09
"LOXL4",261.206782100953,-1.94728898477185,0.302289799366874,-6.44179522051459,1.18068516875636e-10,1.59347226111528e-09
"CBLN2",212.313550977891,-3.83783703717325,0.595918349695227,-6.44020617780279,1.19311315146847e-10,1.6090113680225e-09
"CSF2RB",2199.06117208036,1.60305912004152,0.249028173190196,6.43726008790652,1.21649385069345e-10,1.63928600906233e-09
"TDRD9",261.057364433015,-3.57137673642327,0.5551173963654,-6.43355218158656,1.24655771870428e-10,1.67851333523157e-09
"RBL1",1016.34098713205,-0.717236594529855,0.111528545335786,-6.43096879252239,1.26793193704842e-10,1.70598885016171e-09
"STK17A",2408.14153681309,0.881533338048985,0.137106147126751,6.42956830545336,1.27966846647571e-10,1.72046488475982e-09
"CCDC87",27.1044940184202,-1.52260513426508,0.23689973054448,-6.42721344919049,1.29964271658221e-10,1.74598566176567e-09
"FAM182B",74.5687981620384,-1.80328559101623,0.280584867412936,-6.42688113454934,1.30248588273082e-10,1.74847056065443e-09
"CRYL1",203.744290400904,0.903505614431609,0.140600493100218,6.42604868951352,1.30963470071216e-10,1.75672721782265e-09
"PSMD5",1178.07031057805,-0.650653814249987,0.10130172842566,-6.42292904930507,1.33676808790713e-10,1.79175792681475e-09
"CALML5",1219.19541814288,-1.70985457085597,0.266267480161546,-6.42156740214234,1.3487826769621e-10,1.80648602221126e-09
"ICMT",2569.95413751448,-0.591396482467739,0.0921689614193996,-6.41643860753391,1.39499167377251e-10,1.86695501648079e-09
"ERI3",528.310483662116,-0.535339984326328,0.0834500202395286,-6.41509711788839,1.40733116301147e-10,1.88203808038289e-09
"LPAR5",259.306674872569,1.07964588072264,0.168316408970336,6.41438281227179,1.41394505079087e-10,1.88944714873716e-09
"BARD1",1039.41777138891,-0.809313080313928,0.12618094808928,-6.41390869674949,1.41835173622294e-10,1.89389773943759e-09
"IGF2R",4845.01743623445,-0.666133829057595,0.10386049567357,-6.41373627901055,1.41995760538186e-10,1.89460454110048e-09
"TMEM189",1067.05139837687,-0.908408576825715,0.141662242427525,-6.41249609817845,1.43156090753566e-10,1.9086394251303e-09
"LIN52",247.894697458974,-0.58708430307031,0.0915572060182876,-6.41221296063847,1.43422294531907e-10,1.91074107605377e-09
"CYB5R2",316.61822741259,-1.48097391878704,0.230978076944631,-6.41175101281171,1.43857653235625e-10,1.91509140642494e-09
"LRP6",1787.70454932273,-1.02684661486321,0.16018927425344,-6.41020829670907,1.45320951480907e-10,1.93310916486204e-09
"PSD3",2769.74042297468,-0.95458779161725,0.148924296316427,-6.40988619875021,1.45628298516382e-10,1.93573446041526e-09
"C12orf42",28.6863720213738,2.05552263193781,0.320710373516249,6.40928015330837,1.4620831227342e-10,1.94197742467919e-09
"SYNGR3",112.555450488048,-1.33111996411094,0.207696659213866,-6.40896184439963,1.46513852360191e-10,1.94456809026169e-09
"CD1D",95.3770567757191,1.57476879438198,0.245743961620595,6.40816882741259,1.47277774096553e-10,1.95323402134532e-09
"POLR2H",710.969409605457,-0.863322219107254,0.13474419360162,-6.40712001037852,1.48294091510469e-10,1.96523171422647e-09
"NEDD1",2018.63693237814,-1.23056393353248,0.192087661379421,-6.40626224868137,1.49130365598645e-10,1.97482716641878e-09
"PIK3C2B",1031.97057492476,1.03642100772139,0.161801376433463,6.40551415919254,1.49863475911428e-10,1.9830430921543e-09
"CYP19A1",113.826977715688,-2.40744532749329,0.375906693688683,-6.40436940313461,1.50992133130129e-10,1.99647674752603e-09
"ABCA1",4443.02410623773,-0.895998820100081,0.1399275512404,-6.40330522586455,1.52048792275384e-10,2.00893896040126e-09
"MXRA5",3935.64744820023,-1.62720573535407,0.25422546810917,-6.40064013828588,1.54726861580391e-10,2.04278922502123e-09
"MLYCD",205.208206795841,0.707132789499524,0.11050534716784,6.3990821043755,1.5631377685381e-10,2.06099022420217e-09
"SLAMF1",333.714036416666,1.49612026554508,0.233803248045666,6.39905680545916,1.56339675510535e-10,2.06099022420217e-09
"KRTCAP3",89.1881251628267,-1.36249624667229,0.212937039313821,-6.39858735268825,1.56821018720758e-10,2.06578825484028e-09
"DOCK4",1130.47665914412,-0.872518507861087,0.136466695082306,-6.39363697739475,1.6198575071626e-10,2.13063320392785e-09
"TMSB15A",40.6439154498165,-2.47373122253227,0.386902960623512,-6.39367354166981,1.61947000653709e-10,2.13063320392785e-09
"PLAA",1175.87699337912,-0.512024119272844,0.0801098281674806,-6.39152686986655,1.64237413509393e-10,2.15863647524407e-09
"EDN2",220.74109900387,-2.9222782995299,0.457638490931142,-6.3855605624082,1.70770740771275e-10,2.24283154241319e-09
"BST2",1247.31986431146,-1.19236002031366,0.186783246158743,-6.38365616207518,1.72909093322498e-10,2.26922232168728e-09
"RYK",1700.81569502752,-0.747648726371408,0.117163357552135,-6.38125043522011,1.75647787135756e-10,2.30344665111935e-09
"AHCTF1",2631.76614394121,-0.481129333106984,0.0754074217888017,-6.38039760137289,1.76628797332531e-10,2.31458689817961e-09
"ST3GAL2",548.702409859127,0.873917449581342,0.13699361675679,6.37925671480624,1.77949527847805e-10,2.3301590331797e-09
"C1orf27",894.950193848971,-0.586315021013567,0.091914673650432,-6.37890554062595,1.78357998068209e-10,2.33377130706499e-09
"MMP10",223.592037466816,-3.55382904574385,0.55715968946724,-6.37847481238645,1.788602530706e-10,2.33860445303826e-09
"CLEC3B",156.516033793122,2.11889579367745,0.332421416743537,6.3741253931066,1.84009994884084e-10,2.40415137339643e-09
"ANKRD13B",75.4834064243264,-1.61848885425487,0.253923011939402,-6.37393531958069,1.84238316225284e-10,2.40534875908662e-09
"RCAN3",383.828923000943,0.704568910284618,0.110559504535208,6.3727574869897,1.85659344218447e-10,2.422104372795e-09
"KLHL3",244.991011272332,1.13208776920564,0.177725229040483,6.36987655223544,1.8918040641142e-10,2.46621183143302e-09
"TECPR1",412.703630948882,1.0498556131977,0.164852802862353,6.36844260436566,1.90957203572304e-10,2.48753206933307e-09
"KIAA0368",4362.92995415725,-0.501648839565683,0.0787875098521472,-6.3671112401836,1.92621479343597e-10,2.50735607615973e-09
"TROAP",238.652391000197,-1.1868165582205,0.186417091895687,-6.36645785078873,1.9344342619197e-10,2.5161942775702e-09
"TBC1D4",2295.62393242179,0.914513437594034,0.143683479668888,6.36477791115225,1.95572509447224e-10,2.54200930115339e-09
"CD6",506.831290067758,1.65765385328043,0.260489398869913,6.36361349241799,1.97061659127457e-10,2.55947464131669e-09
"C10orf55",49.1099833066668,-1.68399317548103,0.264633490823261,-6.36349227848,1.97217312087258e-10,2.5596072827608e-09
"NUP107",1522.45152308341,-0.524997403697934,0.0825335453170162,-6.3610184402159,2.00420379188314e-10,2.59926179317254e-09
"DGAT2",342.584647368011,1.41595960031339,0.222658178821757,6.35934241358769,2.02619279683312e-10,2.6258444058517e-09
"ASPN",1429.33288344106,-2.18743081219686,0.344136053894456,-6.35629655028162,2.06675857911836e-10,2.67644475599e-09
"CCND3",914.398773236562,0.880725852129816,0.138584777292383,6.35514137509983,2.08235017442045e-10,2.6946529940901e-09
"TOR1B",587.140601336046,-0.570668029354136,0.0898025261889103,-6.35469906663503,2.08835045742417e-10,2.70043201324085e-09
"CSPP1",656.367264213425,-0.576225085415308,0.0907418147297673,-6.35016047597603,2.15090431394492e-10,2.77927790169726e-09
"LRRTM2",315.949451593958,-1.4604946502549,0.23005400263365,-6.34848615340403,2.17444004039135e-10,2.80762804628374e-09
"DNA2",492.171830468425,-0.891424969608696,0.140425771279542,-6.34801547811449,2.18110143525072e-10,2.81416452778427e-09
"KCNJ2",722.031632780336,-1.48777841419687,0.234457956602466,-6.3456085507026,2.21547915550759e-10,2.85433511403939e-09
"SGIP1",97.4902402998326,-1.90509699112963,0.300222296848162,-6.3456212650759,2.21529617522387e-10,2.85433511403939e-09
"ERC2",114.777975642151,-2.57468731561208,0.405956937140661,-6.3422670733176,2.2640837174702e-10,2.91482145894354e-09
"CCDC14",2273.69856113042,-0.890224232152436,0.140482383540688,-6.33691007879716,2.34418708340718e-10,3.01574184801777e-09
"TBC1D8",1116.10316609381,-0.680926538103908,0.107500036690135,-6.33419819257044,2.38578678046674e-10,3.06701691376436e-09
"TSPYL1",2658.14480138746,0.522058243005865,0.0824278972979107,6.33351401794278,2.39639523911797e-10,3.07840582578373e-09
"CPA6",44.8039717572832,-2.79076680526871,0.440725047247313,-6.33221738292236,2.41662673899533e-10,3.10213085190218e-09
"KLHL34",10.9958172515064,2.37305324112801,0.374863031514255,6.33045417026612,2.44440616848395e-10,3.13550321859687e-09
"SLC25A24",1551.14542542832,-0.624262645493269,0.0986146764004235,-6.33032189811646,2.44650264803779e-10,3.13590678097721e-09
"ARHGAP15",842.126765399559,1.51346683475681,0.239155300040613,6.32838508910233,2.47740244582437e-10,3.17320273974259e-09
"DLGAP1",24.3816387805512,-2.79406217430658,0.441617351387872,-6.3268849503437,2.5015972613575e-10,3.20186256019132e-09
"SCG5",17.6619692450895,-1.94739207805393,0.307867445698537,-6.32542383179029,2.525384533015e-10,3.22995947649207e-09
"GGT3P",17.6411652123849,-1.44120597395563,0.227855620496965,-6.32508415114927,2.53094616363713e-10,3.2347219705047e-09
"RBP5",126.825654864396,1.7125694930477,0.270770136815132,6.32480935006858,2.53545426560392e-10,3.23813204792188e-09
"MRPL17",702.391629870537,-0.638074308849926,0.100925700075825,-6.32221830882071,2.57834761244208e-10,3.29052499139726e-09
"PLCL2",894.626204830885,1.10129493701633,0.174228576570747,6.320977641513,2.5991363418115e-10,3.31361966273952e-09
"TMEM38B",284.872826474338,-1.09626294626417,0.173434248756229,-6.32091385712997,2.6002095313616e-10,3.31361966273952e-09
"TMED1",291.318415038729,-0.808367683836913,0.127892547074616,-6.32067858782488,2.60417174465729e-10,3.31626762186857e-09
"OSBPL10",913.421415115413,0.939301626418765,0.148621019479581,6.32011292687854,2.61372229152777e-10,3.32361984166165e-09
"PSRC1",139.046238602354,-0.809059238618782,0.128012853286836,-6.32014065654748,2.61325331103805e-10,3.32361984166165e-09
"TMEM218",195.077374981222,0.600602829652084,0.0950337433502455,6.31989026717143,2.6174910246926e-10,3.32600899231517e-09
"NAV2",1485.71705712273,-1.34359601193793,0.212650381156139,-6.31833342895064,2.64399071954143e-10,3.35725776862984e-09
"GSDMA",34.5362214424074,1.84334987128062,0.291753891788896,6.31816720585309,2.64683551637603e-10,3.35844688195399e-09
"KMO",226.715505915394,1.54005902952343,0.243795093966883,6.31702223561818,2.66651228763297e-10,3.38050198674898e-09
"MPZL3",286.32138808465,1.45355751040828,0.230104958814075,6.31693257676707,2.66805912812906e-10,3.38050198674898e-09
"FBXO10",273.544645662004,0.767154498805697,0.121469403861618,6.31561919641645,2.69081893375454e-10,3.40688650468677e-09
"RSAD1",412.647019878607,0.568597099594011,0.0900944263972198,6.3111240321028,2.77016064201687e-10,3.50482078640222e-09
"FCER2",235.262635159792,2.94827726296231,0.467238883732866,6.3099998001192,2.79035828461546e-10,3.52783875366003e-09
"DHRSX",261.684456949215,-0.832975196369837,0.132020480454608,-6.30943921353351,2.80048329247324e-10,3.53809802327614e-09
"ITGA8",233.025368171116,1.40080107842296,0.222023166646637,6.3092563698653,2.8037934675781e-10,3.53973896957726e-09
"AKNA",2479.72671988285,1.28074203217419,0.203034711353217,6.30799543407183,2.82672552687205e-10,3.56613208225241e-09
"CRIP1",1060.21511320416,1.38179188590818,0.219184027789578,6.3042544652694,2.8958439187518e-10,3.65071326118288e-09
"MAT2A",4874.12537603905,-0.70917683553767,0.112502975289113,-6.30362738154447,2.90759034933702e-10,3.66289782090066e-09
"IFI16",7569.56615900364,-0.974197098510543,0.154596750033334,-6.30153672894476,2.94708924105357e-10,3.71000168478553e-09
"ZNF671",255.343217039493,1.24175439840034,0.197108546036162,6.29985063241514,2.97932607931592e-10,3.74790276410871e-09
"NAALADL2",300.058509214519,-1.83613999193984,0.291477828129125,-6.29941564929745,2.9876983318565e-10,3.75575021016732e-09
"SLCO1B3",103.970593474918,-5.40814299557741,0.858824126208767,-6.29714842717725,3.03170956452087e-10,3.80835521955766e-09
"USP20",581.589684620242,0.741973352751955,0.117842608795772,6.29630793423654,3.04818550392863e-10,3.82632073349786e-09
"TMEM184B",707.32280887815,-0.957084697822256,0.152090058691101,-6.2928813760676,3.11626484759703e-10,3.90899109428796e-09
"CDK18",308.273025747012,-1.66017873199553,0.263935591366184,-6.29009040956588,3.1728113121841e-10,3.97708734210314e-09
"FAF2",1852.75124806496,-0.426844779087311,0.0679172116933952,-6.28478066817959,3.28316881751364e-10,4.1124902504927e-09
"EZH2",1081.93879614846,-0.869466558157442,0.138415814019267,-6.28155506881906,3.35203021881116e-10,4.19575958896569e-09
"TFAP2A",547.307186548003,-1.5388453090253,0.245033180773207,-6.28015072966623,3.38244938888225e-10,4.23082635358484e-09
"RIMKLB",1035.13768178948,-0.936635155059733,0.149171529276087,-6.27891367478179,3.40946819509359e-10,4.26159309413723e-09
"GPR39",70.3961342956531,-2.20275847949952,0.3508385920757,-6.27855238634703,3.41739886016807e-10,4.26847427537954e-09
"CHEK1",471.370210087994,-0.782695956542938,0.124664736734836,-6.27840700620694,3.42059518817009e-10,4.26943650472379e-09
"C4BPA",11.9289282749004,3.1070008291908,0.494925633337401,6.2777124883178,3.43590518335909e-10,4.2855064012712e-09
"HOXA5",21.0295202547494,-2.28914339857136,0.364658660358505,-6.27749632031458,3.44068404201264e-10,4.28842765264735e-09
"RNF222",132.831685085471,2.33052203728396,0.371401807283673,6.27493456299723,3.49781370164702e-10,4.35654800674352e-09
"CLECL1",101.820850477971,1.80915662000933,0.288488229501911,6.27116268533012,3.58361942614479e-10,4.46026296186154e-09
"TBRG1",951.846267422501,0.7050346877376,0.112429378330901,6.27091155536364,3.58940473481664e-10,4.464306284667e-09
"ZFYVE16",2536.81609453346,-0.703893784725171,0.112249446529386,-6.27079960292629,3.59198673299181e-10,4.46436260691546e-09
"GNPTAB",2884.58255336325,-0.484697373659125,0.077304514658971,-6.2699749917242,3.61106097730517e-10,4.48448456506847e-09
"MYO7B",37.5431766753149,2.08674515163351,0.332820607717721,6.26987963859305,3.61327297759366e-10,4.48448456506847e-09
"GDF15",100.305018708288,-2.71987511720548,0.433901763724552,-6.26841221814462,3.64748146354732e-10,4.52375097089283e-09
"CNR2",168.065410254608,2.50200121247111,0.399157410908327,6.26820683794278,3.65229443712459e-10,4.52653026753208e-09
"RPS25",4089.26726000809,1.05009704861653,0.167540233158035,6.2677306150458,3.66347833101186e-10,4.53719599911876e-09
"IRX4",74.6708727881045,-3.06383830991559,0.488887366896253,-6.26696150765084,3.68161113241803e-10,4.55644685790611e-09
"MIOS",1472.66277895802,0.585130294005628,0.0934105166545584,6.26407298623023,3.75049792316286e-10,4.63844082570226e-09
"SKA3",297.354016638999,-0.919680336076103,0.146830840962094,-6.26353652985975,3.76342940731241e-10,4.65116531877045e-09
"FAT2",11406.0753051334,-1.66791604245147,0.26630380440153,-6.26320771571331,3.77137710257862e-10,4.65771688619517e-09
"NINJ1",595.266243518115,-1.09910538570746,0.175504094783288,-6.2625626317416,3.78701692073847e-10,4.67375250968277e-09
"CBX7",625.249820895529,0.879876289837857,0.14054028192213,6.26066973684722,3.8332758268109e-10,4.72752776987001e-09
"DSC3",19872.3019315394,-1.66569549818361,0.266065556468169,-6.26047024009619,3.83818317652018e-10,4.73026510669319e-09
"PRPF4",1020.68254721331,-0.682208915527335,0.109007639038052,-6.25835878611398,3.89049950066354e-10,4.79138563416218e-09
"GCOM1",807.475664947866,2.18892941108384,0.349819334491616,6.25731397684168,3.91664396759617e-10,4.81706761552442e-09
"LRRC58",2724.44190535865,-0.578417491238781,0.0924387312409603,-6.2573066881567,3.91682695483575e-10,4.81706761552442e-09
"GXYLT2",165.02155499781,-1.54142356628068,0.246377774543999,-6.25634178705273,3.94112526047669e-10,4.84356588401741e-09
"FLG",1348.81759619461,3.13915764285467,0.501780258751565,6.25604054385266,3.94874131461025e-10,4.84953931582874e-09
"DEK",7220.90878943994,-0.731056081827338,0.116859796004507,-6.25583910654049,3.95384208222782e-10,4.85241748989731e-09
"LBH",2021.75225712993,1.11275701377888,0.177916828962243,6.25436626916854,3.99133300824922e-10,4.89501530398454e-09
"DNAJC13",4068.97348531703,-0.639514804953305,0.102310086216696,-6.2507503277711,4.08485437474507e-10,5.00622229395114e-09
"ZNF276",841.08079480896,0.975123984588227,0.156010736539581,6.2503645980854,4.09495610845607e-10,5.0151101289296e-09
"RBBP9",947.403681768082,-0.704566334749885,0.112730716086005,-6.24999431576709,4.10467623493903e-10,5.0235185715363e-09
"EEF1B2",2206.74838007808,0.739220562818503,0.118297088083036,6.24884834273878,4.13490162394899e-10,5.05699330645436e-09
"CAMK2N1",186.783252241795,1.66434629085167,0.266454650129532,6.24626475853427,4.20384368034789e-10,5.13773923128073e-09
"OR2B2",10.9100923962665,-2.88585261622658,0.462031745195215,-6.24600505536099,4.21083551580365e-10,5.14271299393674e-09
"FOXO4",351.745395798773,0.725110985652828,0.116096515856042,6.24576009285203,4.217440899333e-10,5.14720820994185e-09
"SNX29",1418.07854729922,0.971994777885168,0.155660385407468,6.24432976534655,4.25621192382526e-10,5.19092679469166e-09
"PATL1",1104.28046568693,-0.709831656971025,0.113678599750831,-6.24419775161627,4.2598078274576e-10,5.19171453984947e-09
"CACYBP",1333.36098571476,-0.542470632018481,0.0868806545278377,-6.2438598669243,4.26902493509198e-10,5.19934739326531e-09
"KCNA6",52.3101815738647,1.72870939633336,0.276922842274124,6.24256699857979,4.30447299456791e-10,5.23889489843711e-09
"DEPDC7",137.247552581137,-1.27129663380615,0.203708921268015,-6.24075090031792,4.35475272190362e-10,5.29642661733115e-09
"LSG1",1742.40923281132,-0.877014079261545,0.140630867580093,-6.2362843545857,4.48086282335047e-10,5.44604315111498e-09
"HK2",2103.17140096539,-1.23814598413611,0.198580953221933,-6.23496848034752,4.51869065678756e-10,5.48822890743991e-09
"TMEFF1",76.4149287512039,-1.48926385871928,0.239041051031588,-6.23015943199849,4.65960729925215e-10,5.65547785238197e-09
"PGM5",172.131208147925,1.82554839807637,0.293023845628667,6.23003358023562,4.66335206032027e-10,5.6561221853602e-09
"TCL1A",585.964219153621,3.25631536696237,0.522861129586991,6.22787807832367,4.7279475853024e-10,5.73051994171742e-09
"ZFP64",406.727690923006,-0.832743878727655,0.133766419852944,-6.22535820008586,4.80457028907604e-10,5.81938282983134e-09
"PALLD",3878.2295347292,-1.02936850280749,0.165393318136738,-6.22376111927611,4.85375926733255e-10,5.87491811181469e-09
"ALOX5",682.710639750621,1.09766871663408,0.176375395577264,6.22347982858656,4.86247358287448e-10,5.88142079622047e-09
"KPRP",67.4229687958983,2.53056656378735,0.406855749877271,6.21981270892866,4.97748668796259e-10,6.016400289935e-09
"FEN1",1205.61257827623,-0.836567196348011,0.134508560148781,-6.21943462499841,4.98949454816347e-10,6.02677519239046e-09
"SEMA4D",2027.39093147205,0.867398284461422,0.139474064712445,6.21906507313559,5.00125875097049e-10,6.03684175297185e-09
"CHCHD6",96.5273285316696,-1.11993602181656,0.180138993262031,-6.21706606402252,5.06536537869402e-10,6.11003189168171e-09
"CNOT6",1903.29115748112,-0.555946872311102,0.0894396809034478,-6.21588613348542,5.10358044285893e-10,6.14770104133294e-09
"ZNF664",2492.28079881265,-0.516057131129223,0.0830212436454748,-6.21596483585502,5.1010227317593e-10,6.14770104133294e-09
"GFRA1",784.205752968234,1.70997888235378,0.27511679279046,6.21546531205812,5.11727777132302e-10,6.15998437055498e-09
"NEXN",240.621770889202,-1.251095377298,0.201334687282408,-6.2140080985802,5.16498642418564e-10,6.21316446201252e-09
"CDCA5",468.888262493923,-1.04542592049442,0.16825046404137,-6.21350987916071,5.18139730998358e-10,6.22864831000007e-09
"BAIAP3",48.2152365505098,1.67227318067875,0.269155968100947,6.21302656774664,5.19736575920123e-10,6.24357952192372e-09
"TM7SF2",328.076207600366,1.50178564020457,0.241724522025092,6.21279805467428,5.20493246725037e-10,6.24840426269708e-09
"FHL2",614.925040850475,-0.957014100292296,0.154044565866183,-6.21257942408461,5.21218200122484e-10,6.25284192498678e-09
"MTFR1",683.539766217361,-0.769660108518944,0.123897723618392,-6.21206012541052,5.22944085762861e-10,6.26927313715299e-09
"GGCT",1126.54434220919,-0.893707409310803,0.144165994073408,-6.1991554600299,5.67669397682821e-10,6.80082622860447e-09
"GLYCTK",158.678901023747,1.04223954224575,0.168187155010992,6.19690333769921,5.7584840842099e-10,6.89411982299387e-09
"ZNF835",18.1893498481525,1.66748074401558,0.269104839678194,6.19639819933977,5.7769864146385e-10,6.91156926656852e-09
"DDB2",902.899760649513,-0.623760735769892,0.100682427894385,-6.19532870645722,5.81635168600881e-10,6.95393840503186e-09
"IQCA1",106.276148958824,-2.61029495126405,0.421371727502185,-6.19475579611714,5.83754656916131e-10,6.9698088243331e-09
"TREML1",11.4092652411933,1.86675878381443,0.301344348547543,6.19476951471652,5.83703816845402e-10,6.9698088243331e-09
"MET",1640.46599551629,-1.67728916942108,0.270801223909647,-6.19380202646614,5.87299866192962e-10,7.00738328483386e-09
"RFWD3",1622.72497867775,-0.635742508094509,0.102664776366057,-6.19241117155638,5.9250742622932e-10,7.06472777385487e-09
"PCF11",3628.69553273079,0.534316911638238,0.0863036377078993,6.19112850661835,5.97349824314618e-10,7.11764357353619e-09
"TSHZ3",218.232386262293,-1.47047012735511,0.237600405186422,-6.18883678334374,6.06097990800004e-10,7.2169949526991e-09
"RYR1",379.566347469981,-1.57668957584206,0.254850727550672,-6.18671797014415,6.14297244580302e-10,7.30968032952585e-09
"LMBR1L",337.808320944943,0.716310133327388,0.115814222731145,6.18499279652596,6.21053058038998e-10,7.38507619488401e-09
"PDXK",3109.44424987343,-0.857711168232387,0.13872461222321,-6.18283341713232,6.29611446649408e-10,7.4817905804071e-09
"INPP5J",39.3733075947256,-1.50971172669014,0.24424055489573,-6.18124916779138,6.35963459828688e-10,7.55157808280372e-09
"PPM1K",1048.97773055673,1.01095410180846,0.163554235246023,6.18115513968654,6.36342422682989e-10,7.55157808280372e-09
"INPP1",943.256647478752,-1.07001202134962,0.173176166811505,-6.17874873344599,6.46116316519668e-10,7.66239963236498e-09
"ERCC6L",426.91985989323,-0.852922978159953,0.13806842017949,-6.17753847730819,6.51087110439439e-10,7.71614953307993e-09
"SLC36A1",525.176379499457,-0.902428762474925,0.146146987058388,-6.1748023728631,6.62462823896977e-10,7.84526380065043e-09
"XAF1",2252.58010788176,-1.23968482907237,0.200768284302429,-6.17470450265422,6.62873303685845e-10,7.84526380065043e-09
"CENPQ",304.440687055371,-0.894986638999213,0.144951362372371,-6.17439273664811,6.64182543865583e-10,7.85547620261451e-09
"TTC26",116.214160315089,-1.00588656237793,0.162971511148309,-6.1721619643236,6.73624407836295e-10,7.96179714809332e-09
"CORO1C",3167.13187622389,-0.72963794403458,0.1182286185314,-6.17141562760287,6.76812454703045e-10,7.9941089867912e-09
"ACO1",779.176226884301,-0.572948060226935,0.092847396039482,-6.17085760793224,6.79205700031e-10,8.016996052881e-09
"IFNE",42.586508331945,-2.3373629079485,0.378895098192995,-6.16889191519162,6.87702145435524e-10,8.111843202091e-09
"PKN2",3229.68790526365,-0.558808602569613,0.090631908398356,-6.16569387586402,7.01747298364271e-10,8.27196966102666e-09
"C5orf34",145.665701322689,-1.04301389623334,0.16921677738895,-6.16377354732348,7.10315052086964e-10,8.36735917113686e-09
"VMO1",16.2548089505882,-1.61212882610909,0.261581652015103,-6.16300422330847,7.13776029603247e-10,8.40250457858699e-09
"TCP11L1",468.339243603903,-0.754854134743889,0.122486651781412,-6.1627460932722,7.1494096737891e-10,8.4105923027416e-09
"FAM120C",713.097714930924,-0.990616826824262,0.160762455563076,-6.16199113999963,7.18358717435692e-10,8.44515368613944e-09
"CMPK2",545.142009399593,-1.39357951064662,0.226205179209879,-6.16068790075589,7.24296154968853e-10,8.5092710489298e-09
"CHST8",11.4139027073282,2.36518457780651,0.383937587561735,6.16033609219416,7.25907150830626e-10,8.52250830384802e-09
"PDCD1",153.716951597519,1.50463883924901,0.244271239647219,6.15970525806493,7.28804613513902e-10,8.55082159548744e-09
"E2F5",234.40140952987,1.38937011965997,0.225628035049459,6.1577902735155,7.37669540118669e-10,8.64906478117818e-09
"NCF1B",170.117651204121,2.45558213156395,0.398869468418325,6.15635521390319,7.44381638696107e-10,8.72195236978215e-09
"KIAA1958",151.891836152891,-0.764114533706761,0.124145272110591,-6.15500309207162,7.50760307748021e-10,8.79083875985191e-09
"HOXB7",73.0305618756023,-2.18287965432049,0.354700240354908,-6.15415329895558,7.547964803194e-10,8.83222291033319e-09
"LRRIQ1",89.7646234687491,-2.34185941029832,0.380564086291629,-6.15365320758023,7.57181596405700e-10,8.85424512634147e-09
"RPLP1",6945.17128283367,0.733047934010157,0.119200862597842,6.14968648744851,7.76362540147513e-10,9.07251284465875e-09
"CAMK2N2",17.1691876562829,-1.85665186948132,0.301921278374682,-6.1494568368157,7.77487404709054e-10,9.0796289551922e-09
"ZNF214",98.8928882582474,-1.3404884338731,0.218108059350989,-6.14598304098393,7.94697749712771e-10,9.27446001140256e-09
"RHEB",507.997510618249,-0.644838154723726,0.104972504045249,-6.14292438375829,8.10158570057276e-10,9.44862867755997e-09
"DPY19L1",1122.69271367788,-0.825298802395737,0.134353611431632,-6.14273627334317,8.11118942740379e-10,9.45356441939599e-09
"FAM196A",133.494469590991,-1.54809849409139,0.252034771677164,-6.14240044653195,8.12836223238708e-10,9.4673095253329e-09
"CDCA2",725.218375315832,-0.921893942662729,0.150178399011495,-6.13865874673605,8.32211232089674e-10,9.68656446663106e-09
"SOD3",117.77817329132,1.54018284498675,0.251074791900505,6.13435874357743,8.55033773198365e-10,9.94563078289361e-09
"CAV2",1289.22760557105,-1.20763095604049,0.196898100677352,-6.13327884771919,8.6086061048583e-10,1.0006793846724e-08
"MAP1B",2052.34625582664,-1.50226384342112,0.245056914496418,-6.13026507131296,8.77327778244e-10,1.0191479583707e-08
"C5orf24",1624.32317716785,-0.574043569503215,0.0936815207091368,-6.12760729285672,8.92104402513636e-10,1.03562964246949e-08
"LRRC8A",2659.03745599236,-1.06797476971712,0.174295474931328,-6.12738093251074,8.93374070468686e-10,1.03641992525896e-08
"CENPH",436.052729839312,-0.969444637846447,0.158267939945048,-6.12533807025633,9.04912606089087e-10,1.04911442388418e-08
"ATP8B1",2298.12240156145,-1.12173718905769,0.183174142773415,-6.12388392855899,9.13214333225675e-10,1.05804207046996e-08
"GEMIN8P4",35.493033660322,-1.39357962361365,0.227638746083556,-6.12189114370771,9.24711926296349e-10,1.07065823624273e-08
"RANGRF",161.809956131452,0.790369455196615,0.129153748308474,6.11960137083191,9.38097368436974e-10,1.08544218192783e-08
"CEP72",148.747653774595,-1.10332114550593,0.180346176704314,-6.11779614998369,9.48783268374913e-10,1.09708519974574e-08
"MAPKAPK3",783.828377697629,0.816019744173102,0.133435457236013,6.11546406836807,9.62763748159552e-10,1.11251997398949e-08
"RPS2",6522.99684481346,0.688872972179085,0.112651413138351,6.11508504853867,9.65054812494251e-10,1.11443567224976e-08
"DNMT3B",86.4312483911498,-1.29571202240177,0.211986026685759,-6.11225203217046,9.82348769546804e-10,1.13366268821339e-08
"FNDC1",462.275846290785,-2.30734271828693,0.377569035829202,-6.11104857478484,9.89786312387364e-10,1.14149733366351e-08
