"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KIAA0232",2113.29637552527,0.0694868099454175,0.11973830287759,0.580322321892726,0.561697277161718,0.673386265719964
"MTCH1",2133.21523592591,-0.0579992529312189,0.0999353847651233,-0.580367535158179,0.561666793250099,0.673386265719964
"SNORA5C",16.4605773382565,-0.194352775809871,0.335010750941901,-0.58013892170158,0.561820938348504,0.673396900769278
"SPATA7",121.876948314938,-0.0978203448968298,0.168595104600037,-0.580208690690585,0.561773893684332,0.673396900769278
"VSX2",6.99285688296066,-0.314880106997884,0.542758580893724,-0.580147634846035,0.561815063041715,0.673396900769278
"OR2A5",1.811551076506,-0.344658820215355,0.594322536246561,-0.579918813767429,0.561969367824769,0.673528936553262
"H1FOO",0.593256619100695,-0.657730879556478,1.13455326507622,-0.579726752196419,0.562098899755417,0.673638306897895
"SLC35E4",69.0113455059914,-0.105617725308457,0.182225035281525,-0.579600520561209,0.562184041910741,0.673694467764343
"C17orf80",730.137956767914,-0.0576180884714871,0.0995197676433564,-0.5789612439407,0.562615324149641,0.674071169276465
"LRRC37B",212.489574145301,0.065786072413588,0.113635944126435,0.578919574429657,0.562643441655311,0.674071169276465
"PCOLCE",486.942576605265,0.135430298953509,0.233914157585839,0.578974356880515,0.562606476018155,0.674071169276465
"ZNF330",695.258894498568,0.0505601436074431,0.0873371734858344,0.578907486806218,0.562651598197129,0.674071169276465
"GLT8D1",706.689922219433,-0.0560193887630257,0.0968004100385188,-0.578710242453874,0.562784703707228,0.674138851112408
"OR6K2",3.71244026530875,-0.426076888934208,0.73624156101519,-0.578718876378968,0.562778876996765,0.674138851112408
"SNORA28",12.6248861981569,0.2183855019766,0.377472283877396,0.578547118038294,0.562894795694828,0.674224835597446
"CYB5D2",221.460324781561,0.0723915063781906,0.125154697840199,0.578416213114286,0.562983150396779,0.674270969998603
"PRMT8",3.86301590876288,-0.459535018607905,0.794525706905824,-0.578376526541229,0.563009938299305,0.674270969998603
"C9orf129",10.6791588950803,-0.766435721170197,1.32734880875633,-0.577418472156022,0.563656798635746,0.67499972776201
"SHROOM4",434.247790442423,0.135577898367122,0.234851124289022,0.577292950065979,0.563741575323608,0.675055316331236
"SST",1.5444650878438,-0.520958333771899,0.902852335646979,-0.577013884998794,0.563930075808989,0.675235093493155
"SH3D19",1543.78831327167,-0.113938062683023,0.197500361900109,-0.576900526089414,0.56400665518616,0.675280843909193
"DISP1",206.701749695891,0.0735639972365046,0.127573070904424,0.576642050826053,0.564181286344367,0.675398031315864
"TRPM1",6.15536602560169,-0.33433977259537,0.579795956270985,-0.576650749249286,0.564175409088971,0.675398031315864
"PLCD3",185.837495136854,0.171382318871627,0.297350694733751,0.576364279306907,0.564368983463972,0.675576774587297
"SLITRK4",37.6834009266352,-0.2258019009865,0.39187862464848,-0.576203668135886,0.564477526136905,0.67566074831554
"COX8A",1856.42623414137,0.0837253778382017,0.145321907392235,0.576137344607103,0.564522351187081,0.675668447942155
"PMVK",441.389991177056,0.072111973164562,0.125211811996909,0.575919891378476,0.564669329926759,0.675798404446177
"POU2F3",42.8026343218241,0.156754276310962,0.272252580264982,0.575767826179623,0.564772123202578,0.675875465540743
"GULP1",394.714409869409,0.145949873294962,0.253548650054543,0.575628674274407,0.564866195215967,0.675896122491556
"YWHAZ",23228.3398054974,-0.0859301813916526,0.149280252636124,-0.575629930109445,0.564865346189721,0.675896122491556
"OR2L13",4.30468482752665,-0.28576127326299,0.496517819250335,-0.575530750728031,0.564932399798265,0.675929383646045
"SGCD",294.661831718953,-0.193357865257168,0.336029185308103,-0.575419855510109,0.565007378830749,0.675973138004239
"CCR10",14.4028360509237,-0.144190214702235,0.250688287353911,-0.575177309734753,0.565171386775958,0.676123393098368
"ADCY9",596.878277340339,-0.0969238867303815,0.168596309192274,-0.574887357823744,0.565367480482129,0.676266938325145
"OPN1MW",2.8046350033588,-0.413312174971618,0.718946007571871,-0.574886251010025,0.56536822907994,0.676266938325145
"DEFB124",0.355553944714844,-0.795746769754868,1.3843614936528,-0.574811401070684,0.565418855236017,0.676281530059716
"CCNYL1",709.639971821403,-0.0788784894282978,0.137281853850553,-0.574573311882619,0.565579905793403,0.676428186344417
"UGT1A10",80.6089367004881,0.482295120768188,0.839692708621284,0.574370976211146,0.565716788935203,0.676545920662588
"SNORA9",41.6606013706794,-0.266645301182485,0.46437238194195,-0.574205770092111,0.565828565171136,0.67663361544111
"HSD17B14",33.4095373982362,0.133853539183899,0.233139779071377,0.574134279945932,0.56587693772882,0.676645483563629
"AMELY",0.392984023491812,-1.09299424228926,1.90405614963422,-0.57403466935533,0.565944340804179,0.676680104206314
"PDK1",1642.55624658458,-0.0787823803157186,0.13726222203387,-0.573955303566913,0.565998047674054,0.676698345177695
"TAS2R20",90.632822720449,-0.116804183831832,0.203539024077447,-0.573866286139744,0.566058288723738,0.676724395302565
"TLL2",23.3873669926595,-0.215572243377687,0.375920255320244,-0.573452056192189,0.566338652362022,0.677013581233475
"CNOT7",2550.5966160409,0.0471144621673893,0.0821868211691627,0.573260548311207,0.566468293334989,0.677122562956087
"RNU4ATAC",49.5715194045535,-0.155080538315312,0.270617253860483,-0.57306227190992,0.566602531244331,0.677237024407021
"CAV3",5.66608603001711,0.373491581231069,0.653249290388961,0.571744335165956,0.567495193724504,0.678257922876573
"C8orf59",446.735970469034,0.0725668977406138,0.127032026154779,0.5712488412347,0.567830974862018,0.678549821979511
"GOLPH3L",1038.63340908607,0.0715765311766387,0.125290670333606,0.571283807374125,0.567807276256941,0.678549821979511
"UNCX",0.690209015949999,-0.977044975999667,1.71047321439556,-0.57121325711314,0.567855092795854,0.678549821979511
"SGCG",7.35696036226313,0.252908480408905,0.443475316512408,0.570287614647497,0.568482639845133,0.679253579919513
"ATP13A2",662.310677954388,0.0674774481127193,0.1183785842947,0.570013981116182,0.568668215457587,0.679429186954384
"HSD17B7",254.363506150117,-0.0633137432650987,0.111094427779205,-0.569909261254145,0.568739243113876,0.679467920681631
"GMEB1",381.40984261813,0.0451460225774348,0.0792793170325027,0.569455240878601,0.569047237570566,0.679789732148003
"EIF4E1B",2.9654105173411,-0.381354492578625,0.669949471870585,-0.569228738271611,0.569200920249485,0.679881023175695
"MID1IP1",583.933732223318,-0.0696599940575544,0.122370982521972,-0.569252551723581,0.569184761820676,0.679881023175695
"BECN1",1644.12409139033,0.0405643666308243,0.07129759661349,0.568944376214068,0.56939388878882,0.680040802076976
"RHOV",864.595194042662,-0.12872391676273,0.226261037602423,-0.568917733812032,0.569411969964561,0.680040802076976
"PEX5L",9.02290077439703,-0.184121296477528,0.324007065412927,-0.568263214392801,0.569856253222299,0.680525222260925
"CALCRL",1004.81278946105,-0.101944305344848,0.17943491581899,-0.568140848616595,0.569939332607381,0.680532079147656
"YME1L1",4321.16833540849,0.0461754547743945,0.0812685238177671,0.568183751902967,0.569910203064572,0.680532079147656
"DNAJC12",16.5133865656226,-0.185160189166978,0.32623674492099,-0.567563869029594,0.570331146661422,0.680907526632817
"TTPAL",781.667964543344,0.0470470847864896,0.0828875575358641,0.567601292463385,0.570305729343885,0.680907526632817
"GCDH",307.542157593226,0.0765403643929316,0.134979041855283,0.567053694713537,0.570677701640741,0.68127505570312
"DPP9",820.17778015801,-0.0662138349896742,0.116824610744786,-0.566779846879389,0.570863764381925,0.681450952272774
"CD8A",586.272997751873,0.146929212603272,0.2592955727258,0.56664759470709,0.570953631932177,0.68151200273836
"GCNT1",649.054483803786,0.0913541547309896,0.161286050384636,0.566410762202482,0.571114580385885,0.681611657412938
"MAGEE2",5.33672490859951,-0.270730438813521,0.477957563469704,-0.566431958620279,0.571100174681527,0.681611657412938
"RAB2A",1074.75135034991,0.0694058857139427,0.122572268954617,0.566244602518053,0.571227513350032,0.681677829800818
"TSNAX-DISC1",35.8255197083822,-0.307463001550392,0.543014383053798,-0.566215207452305,0.571247493261121,0.681677829800818
"HSPA4",4252.48840643823,0.0566437420184415,0.100058470076536,0.566106417328928,0.571321441114948,0.681714097345961
"TM9SF2",4280.19418481262,0.0710665091902795,0.125546665985137,0.566056522749022,0.571355357455135,0.681714097345961
"MYH7B",21.2417976337986,0.176599224206319,0.312027181082249,0.565973847514803,0.571411558881916,0.681734934903588
"PRAMEF20",2.45332139380388,-0.39532805531125,0.69876891486623,-0.565749344168995,0.571564186270687,0.681870804919863
"FAM153B",10.8888812020675,0.328484999435711,0.580680789244595,0.565689455411528,0.571604904595276,0.681873159084408
"SNORD96A",0.163747892741723,1.00048451838697,1.76922742710062,0.565492317755068,0.57173894809462,0.681986833910615
"TNFRSF11B",96.1689561066898,0.157874291424233,0.279305692422398,0.565238359644592,0.571911648614672,0.682146601421187
"GKN1",0.228684764228996,-0.897727169038775,1.58872324983279,-0.565062020168244,0.572031580295953,0.68224341160399
"APOA5",3.13942575559998,-0.325747045750208,0.576562384516369,-0.564981439126402,0.572086388904871,0.682262543764777
"GTF2A1",641.859088169301,0.0504608234715989,0.0893348590779021,0.564850317025697,0.57217557923506,0.682322673733421
"TLE2",126.416119551099,-0.146859941541365,0.260235265213335,-0.564335281081035,0.5725259748411,0.682694263244699
"DDT",480.646388749118,-0.0780923458902215,0.138400188956805,-0.564250283752099,0.572583811065941,0.682716970931537
"AQP7P1",73.3806537171031,0.207143030184449,0.367165478459396,0.564168045028655,0.572639772844715,0.682737440708228
"IL26",8.15186282509222,0.210792740687771,0.373813870766897,0.563897589608754,0.572823830566579,0.682910621470074
"MKLN1",3773.12998872019,-0.0536229002120982,0.0951194798412114,-0.563742571990659,0.572929340054367,0.682990141273237
"OR51G2",3.27152553612824,-0.377113343860677,0.66925822912751,-0.563479577012161,0.573108363157012,0.683136441839451
"TCEAL7",24.4807174968603,0.171810736728716,0.304927277263435,0.5634482368079,0.573129698491931,0.683136441839451
"LEFTY2",3.8340464614652,-0.275698082517928,0.489585650610522,-0.563125332971109,0.573349542271963,0.683352200626052
"CYP2W1",8.65002472823025,-0.268929964708451,0.477673291493642,-0.562999793996293,0.573435024217333,0.683407800582436
"MUTYH",175.650032447475,-0.0700852392517983,0.124546532742476,-0.562723326844539,0.573623297415706,0.68358588916705
"HCG11",578.094029476488,0.090602755597704,0.161121819817507,0.562324554801605,0.573894911427313,0.683863264013087
"KRTAP19-4",0.28793556069678,-1.08007533465124,1.92360855722056,-0.561483951917872,0.57446766742062,0.684453082319104
"RBP2",1.48923859436947,-0.28814063379323,0.513168618982489,-0.56149309044765,0.57446143930708,0.684453082319104
"ECSIT",378.462943028051,0.0740715659665733,0.131956880373421,0.561331593752142,0.574571507644138,0.684530460535418
"TBX15",124.067524861313,0.15159054938884,0.270131472538352,0.561173224150391,0.574679454395888,0.684612720362366
"CDHR5",16.0658834770683,0.176722986814219,0.315030362773878,0.560971283079361,0.574817113936049,0.68473036335187
"KRTAP10-11",0.947195613398305,-0.550692749049885,0.981798107170161,-0.56090223135299,0.574864188815122,0.684740091976808
"LIPJ",1.99754884781753,-0.335757158862395,0.598805867586012,-0.560711203809583,0.574994428200493,0.684848872624558
"ZNF329",401.976738808607,0.091109377749898,0.162526469346842,0.560581781638685,0.575082674000749,0.684907625346091
"TMPRSS7",2.13704215191695,-0.434018466338958,0.774631112906973,-0.560290516488821,0.575281294969042,0.685097815006102
"ANKRD24",11.9999739427447,0.174578847722557,0.311888146960843,0.559748260470044,0.575651159213149,0.685466139750228
"ZNF408",146.582183712114,-0.0619946646327645,0.110759569737699,-0.559722873423765,0.575668478067411,0.685466139750228
"MS4A12",1.20282628346546,-0.588567572071127,1.05350040693433,-0.558678068083379,0.576381449891876,0.686268664951432
"ZCCHC13",0.879696853811349,-0.510341250743282,0.913577421106719,-0.558618502332346,0.576422109918206,0.686270647574787
"CDK3",163.193024483965,0.0900690144303487,0.161307208641336,0.558369431775461,0.576592141995169,0.686380215569059
"EFNB3",26.2486436269101,0.173900659799265,0.311433361500957,0.558388025486891,0.57657944787797,0.686380215569059
"ELOF1",436.82312228121,0.0613455710640361,0.109924289996008,0.558071114821518,0.576795824052011,0.686532846754877
"TCF15",8.11396774802045,-0.253962928861917,0.455075750892818,-0.558067373099235,0.57679837900549,0.686532846754877
"HEXIM1",1155.93454724568,0.057493075340486,0.10306182930209,0.557850328582514,0.576946592251043,0.686662817138439
"GLP2R",0.629204129891694,0.561948311486052,1.0076391521459,0.557688047640177,0.577057420806094,0.686748278926592
"GZMA",301.100481119508,-0.153626228109475,0.27572551587384,-0.557170879244154,0.577410684001595,0.687122227854762
"IQGAP1",14861.542678438,0.0564485020619934,0.101327407026075,0.557090166606824,0.577465825721505,0.68714138383183
"WDR83",90.895351891351,0.0799525772251586,0.143576434106217,0.556864207715386,0.577620210791936,0.687278621440558
"ACTRT2",1.49104028941523,-0.483856707171962,0.869202889090109,-0.55666716395578,0.577754855627746,0.687392354258565
"TMEM231",56.0998519090463,0.11444836115653,0.205680988659736,0.556436265219753,0.577912653193563,0.687533616139628
"SPANXN5",0.315504381466803,1.06094344013343,1.90722681255529,0.55627544304077,0.578022572003813,0.68760357592413
"SPRY3",151.87088046298,-0.123898634238874,0.222768472859032,-0.556176700628892,0.578090065381496,0.68760357592413
"TAS2R42",6.24567823400955,-0.207572555697776,0.373174015279447,-0.556235287557033,0.57805001902499,0.68760357592413
"TGIF2LX",0.667654498137991,-0.653994533530143,1.17599199979868,-0.556121583856099,0.578127740948313,0.68760357592413
"GRASP",111.758562230984,0.132039118834641,0.237468648717822,0.556027583209691,0.578191998601652,0.687633530435902
"MTF1",992.996030252328,-0.0652380475471975,0.117369103707802,-0.555836634056711,0.578322539368738,0.687695835834488
"TBX19",59.5876963465409,0.103849562361337,0.186833949453096,0.555838821934273,0.578321043566343,0.687695835834488
"DDX50",1111.27551963922,0.0554062469386835,0.0997151086211435,0.555645455386239,0.578453250924379,0.687758327456975
"RSPO4",7.74943788334157,-0.264829185183655,0.476577065063186,-0.555690159257964,0.578422685012262,0.687758327456975
"GPSM1",97.6776322447558,0.126139759955702,0.227312405274707,0.55491806442883,0.578950705285899,0.688303280573298
"SLC19A3",34.1094770274707,0.177301841406385,0.320526621115229,0.553157927380532,0.580155273509189,0.68968877725535
"RSPH9",2.75897675240714,0.191139399970017,0.345780003139691,0.552777483470607,0.580415788591349,0.689951871895923
"HOXC4",30.0300101205414,-0.141346572256161,0.255940458594545,-0.552263495315835,0.580767837254668,0.690323731449743
"KIR2DL3",1.24038973360967,0.454018246617512,0.822439853682961,0.552038236698254,0.580922156350583,0.690460527427157
"OR52N5",3.14138791080805,0.358437761685105,0.649379333913535,0.551969770157224,0.580969064884143,0.690469649709349
"P2RY2",354.234896943918,-0.164052820526167,0.297280669788451,-0.551844896753324,0.581054624059831,0.690524703141938
"ZNF536",21.446511676017,0.259679446576735,0.470720634405764,0.551663614459037,0.58117884325653,0.690625689565947
"OR2Y1",2.63176342263447,-0.370708379359628,0.674219918051596,-0.549833028414415,0.582433902593409,0.692070370112849
"CLLU1",16.2477762815726,-0.254364931414128,0.462706682562075,-0.549732564927898,0.582502817494681,0.692104343932073
"MCCD1",3.31681983860855,0.226016444426066,0.411180696165008,0.549676690890579,0.58254114703482,0.692104343932073
"BLVRA",673.698868543911,-0.0687415132766369,0.125112965805884,-0.549435566760452,0.582706571475694,0.692254148197701
"CIB3",0.228255153019846,0.870740969460188,1.58524528894486,0.549278383309219,0.582814419786042,0.692335536538276
"METRN",55.1354327709037,0.147499385955989,0.268618497113551,0.549103608057333,0.582934349295044,0.692337806265587
"SH3TC1",886.947704776936,0.102037926245008,0.185815196835385,0.549136604447935,0.582911706529892,0.692337806265587
"SLC4A9",2.1908422766994,-0.264264561982652,0.481178394795538,-0.549202883672579,0.582866225676281,0.692337806265587
"KRTAP5-8",3.56212347194201,-0.307712448800604,0.560753150169873,-0.548748497814745,0.583178058814402,0.692580515356951
"SAA4",3.67537960330364,-0.288442900432005,0.525699487832303,-0.548684005041331,0.583222324822119,0.692586349159546
"RIMBP2",44.2509676710435,-0.23831188858493,0.434703023383445,-0.548217692920711,0.583542434817023,0.692919729461223
"UGT1A6",779.660329338842,0.205795586849139,0.376492064449683,0.546613345356826,0.584644398625627,0.694181404089354
"PDE6C",2.64370770178418,-0.256567223440853,0.469451294379497,-0.546525755733561,0.584704588374023,0.69420603459451
"KLHDC9",15.3501349368413,0.138003262079824,0.252557869834782,0.546422339442848,0.584775657585004,0.694243577835839
"C6orf15",31.1476806324383,0.366418695588568,0.670650983001985,0.546362720514321,0.584816630423244,0.694245388115931
"BRAF",645.472890862844,0.0542232865768032,0.0992634962778106,0.546256061997328,0.584889934334905,0.694285576309186
"ZBED4",1003.66777910545,-0.0538289471509412,0.0985891257683686,-0.545992742418776,0.585070926028064,0.694453579764477
"OTUD6A",1.38107725809801,-0.458345355906687,0.839569232753942,-0.545929195622414,0.585114608570796,0.694458591599504
"PNP",1275.48906135426,-0.0897007699436632,0.164402743402271,-0.545616016419978,0.585329912431122,0.694667282276304
"RBCK1",878.398791216556,0.0609564422745305,0.111806345634537,0.54519662483004,0.585618292611562,0.694962665655487
"IFNA1",1.89310882744421,-0.424365982437149,0.778785574539631,-0.544907348454686,0.58581724197914,0.695105018985362
"KRTAP15-1",0.62554565015403,-0.663085126347543,1.21687544107269,-0.544907970008027,0.585816814473192,0.695105018985362
"TPSD1",6.22793686341312,0.289372263142577,0.531142835613978,0.544810630473958,0.585883766613227,0.69513708680821
"PPBP",7.36778535679431,-0.344511477645299,0.632537817305883,-0.544649613382245,0.585994525285719,0.695221629398906
"ANO3",12.433639736196,0.208881396211479,0.383659472782085,0.544444777283322,0.586135439735072,0.695278319854965
"OXCT2",25.6940487512634,-0.137699543218318,0.25293451840093,-0.544407873187357,0.586160829120298,0.695278319854965
"TPD52L1",743.813571640647,-0.146717868767354,0.269487471701094,-0.544432985478777,0.586143552238947,0.695278319854965
"KPNA7",5.85306890827948,-0.256160969964488,0.470629804413093,-0.544293981304345,0.586239187999103,0.695324401509383
"ACOT1",13.4709137304954,0.171348844198534,0.31490123684703,0.544135189541254,0.586348446601012,0.695358939810895
"AGAP6",251.301617935782,0.0862563836484663,0.158544548352965,0.544051400975551,0.586406102146874,0.695358939810895
"POMC",35.6770140047728,0.181287905206545,0.333236366275351,0.544021972250013,0.586426352899216,0.695358939810895
"TOE1",264.958997815114,-0.0464758590917393,0.0854271745579122,-0.544040691176468,0.586413471830085,0.695358939810895
"ZNF747",179.730502804503,0.0473414259692468,0.087053017842727,0.543822915533789,0.586563338062666,0.695474512333414
"SLC15A2",615.485143821858,-0.131066502278862,0.241146092986983,-0.543514931780118,0.586775312932485,0.695678976845784
"KCNK16",1.87526476216166,-0.426802592790372,0.785406171711087,-0.543416397990023,0.586843137922995,0.69571252167779
"SF3B3",4950.75335880745,0.044788322756405,0.0824730480128755,0.543066175381474,0.587084240403328,0.695951471565281
"PRR18",5.7153334772009,0.314546350669159,0.579324505696855,0.542953642692534,0.587161720610633,0.695962045671733
"ZNF823",325.657865388721,0.0853268784208977,0.157157582843889,0.542938348101576,0.58717225149917,0.695962045671733
"CT47A2",0.630028473994655,-0.810471358107957,1.49320058477041,-0.542774605350543,0.587284999886412,0.696048805508853
"KCTD13",98.287589784207,0.0890428570660274,0.164077360359996,0.542688259188604,0.587344459320454,0.696072399971763
"PGP",282.108197575156,-0.0605941168427063,0.111675084182257,-0.542592981114885,0.587410072654196,0.696103283862447
"KRTAP13-2",0.642365358897177,-0.84829409109401,1.56481814010644,-0.542103947642318,0.58774689938631,0.696455540149453
"TAPBPL",523.53721419421,0.0801606736991202,0.147907446784455,0.541965096699547,0.587842550653,0.696521985386261
"OR4D2",2.28494765270353,-0.440968103752932,0.813834160682082,-0.541840248366268,0.587928561985471,0.696577000295025
"B4GALNT4",23.0819794452477,0.224062029993732,0.41375469129157,0.541533509370742,0.588139907333443,0.696780493380092
"GABRB3",62.162367074709,-0.246119882079586,0.4549607656028,-0.540969465253754,0.588528629367105,0.69719408644532
"OR5M9",1.24396233372155,-0.458644927467159,0.847986925564669,-0.540863206306807,0.588601873080239,0.697233921002835
"AIG1",428.889932408939,-0.0728651852785632,0.134765456224371,-0.540681472240558,0.588727151138006,0.697315963285723
"DKFZP434K028",0.929643650910469,-0.414264732900897,0.766319202179857,-0.540590307175505,0.588790000251482,0.697315963285723
"DRD3",1.30551446030392,-0.424576939206686,0.785390760546185,-0.540593244197858,0.588787975422636,0.697315963285723
"SLC22A14",4.59626881814171,-0.24657598801098,0.456444045121827,-0.540210767664123,0.589051687734377,0.697578941688803
"SNORD60",7.47184215088487,-0.212860995554141,0.394306233561994,-0.539836749805465,0.589309620605062,0.697790487319417
"TRIM63",6.40730850340006,-0.291877631326328,0.540652067064307,-0.539862231381446,0.589292046164749,0.697790487319417
"SUFU",351.837569158809,0.0752299562326746,0.139372185072647,0.539777403887737,0.58935055194973,0.6977920050971
"CCDC83",2.54518058917549,0.29957332395865,0.555161721736109,0.53961451632836,0.589462903514356,0.697831134060887
"NOC3L",1073.19675241876,0.0511829130716499,0.0948487575540485,0.53962660546696,0.58945456470131,0.697831134060887
"C1orf21",1071.81833192795,-0.100120966216575,0.185569514175762,-0.5395334824326,0.589518800258271,0.697850364279634
"NQO2",265.412873511436,-0.0798982405248267,0.148107402847605,-0.539461492056802,0.589568460880929,0.697862210320384
"CRYZL1",233.94901055603,0.0605842965354093,0.112377426332426,0.539114469094474,0.589807872381812,0.698016865680543
"NR2C1",560.398596000506,-0.0433645632440687,0.0804327734491476,-0.539140469543615,0.589789933092417,0.698016865680543
"RAP2C",1475.96055296496,0.0672412895326081,0.124728871097926,0.539099640209331,0.589818103843136,0.698016865680543
"PRB4",2.93872968143811,0.265062152229923,0.491731683297097,0.539038181254992,0.589860509448049,0.698020112007546
"STAG3L4",193.418765478441,-0.0462409259166976,0.0858057862225794,-0.538902187746979,0.589954347586467,0.698084217251008
"KRTAP4-8",0.71474884822091,-0.498912013288268,0.925972321701595,-0.538797976565274,0.590026259962269,0.698122371189725
"KCNJ9",12.1483029896344,-0.195352357640715,0.362735351486059,-0.538553402199131,0.590195047764028,0.698275135838597
"ASCL3",2.57315487843927,-0.302547265352834,0.562049476712629,-0.538292940191676,0.590374824530609,0.698345345096412
"CREB3L3",3.66597319493088,-0.324103139083711,0.602220718940128,-0.53817998765322,0.590452794763032,0.698345345096412
"NCOA2",2705.72333578028,0.0570130966360126,0.105900402260023,0.538365250927238,0.590324911497954,0.698345345096412
"OR7E24",1.54367187912171,-0.479674066333157,0.891024168845185,-0.538340129375885,0.590342251618708,0.698345345096412
"RAB9A",675.273749523524,0.0593518817197877,0.110273051216814,0.538226530098388,0.590420666311796,0.698345345096412
"ALKBH3",313.770969188114,0.0596633388616703,0.110911623006419,0.537935855994258,0.590621333083929,0.698497738118679
"CASP1",602.001982108237,0.0821201334514148,0.152689840348569,0.537823166649112,0.590699136577716,0.698542810417364
"B2M",67236.2877492458,0.0967297222843777,0.179973353635633,0.537466910130556,0.590945135850326,0.698786766500698
"PRB3",3.18049806895483,-0.240717991344483,0.447947263284329,-0.537380203150588,0.591005015157856,0.698810619575591
"MAGEA2",3.04168271013574,-0.332895934562648,0.619848251110309,-0.537060375610232,0.591225910216017,0.699016733147035
"NUP50",3559.58431755719,-0.0532678769611163,0.0992118230628196,-0.536910574936091,0.59132938599002,0.699016733147035
"PGLYRP4",51.3106613523053,-0.182718863482236,0.34035980761552,-0.536840306622338,0.591377927145077,0.699016733147035
"SLC12A5",13.1449641716838,-0.13153982439013,0.245007902744058,-0.536879924757122,0.591350558822947,0.699016733147035
"SPTY2D1",1567.26629709437,-0.0402332806944971,0.074933160597326,-0.536922243420396,0.591321325610918,0.699016733147035
"NDUFA2",408.30357322486,-0.0873497577760074,0.162786828674363,-0.536589836458703,0.591550966130378,0.699110949204073
"TBP",268.28692816792,-0.0462226740816501,0.0861411645395403,-0.536592166227717,0.591549356486722,0.699110949204073
"ZMAT4",4.40044286427412,-0.271254884879351,0.505551495566774,-0.53655243285404,0.591576808656575,0.699110949204073
"SNHG4",36.324375499128,0.121666616811394,0.226856327516346,0.536315729622432,0.59174036132232,0.6992572764998
"NUP98",4121.54572619029,-0.0397663914006135,0.0742782756160429,-0.535370417134786,0.592393742223451,0.699982373398047
"ASB11",0.323012952947606,0.778848534994883,1.45636096998401,0.534790859578884,0.592794484280219,0.700408870684631
"OR9Q2",2.63833825832657,-0.366714511018895,0.686132829276417,-0.53446577014195,0.593019325679535,0.70062749144966
"UPP1",377.283365625216,0.125355700308427,0.234681237459967,0.534153056568107,0.593235644435488,0.700836014393513
"DNAH10",24.4656478837564,0.151864818129176,0.284428645575161,0.533929407222962,0.593390375420583,0.700971755740827
"FAH",186.25059336573,-0.0682184811188027,0.127876976341662,-0.533469613298771,0.593708540210437,0.701277867978041
"TDRG1",10.3663357057913,0.312190397800942,0.585240214073103,0.533439757374475,0.593729202390637,0.701277867978041
"ASZ1",0.471789290417278,-0.750290550801504,1.40669767530732,-0.533370150510549,0.593777376002858,0.701287701514952
"HIST1H2BH",908.164186398358,-0.0928573064490135,0.174154128512695,-0.533190382806483,0.593901798151657,0.701387581913233
"SNORA25",4.46404453260887,-0.211770579166275,0.397335821114005,-0.532976308485191,0.594049980406793,0.701468438350722
"TSPAN5",192.04291546403,0.0858172807848146,0.161010763221791,0.532990957049264,0.594039840131104,0.701468438350722
"SMPX",5.40315333531055,0.465609479459213,0.873858809473722,0.532820032723163,0.594158165173533,0.701549114316606
"TEX12",4.79025593283492,0.17259020637875,0.32397981999138,0.532719002014823,0.594228110331777,0.701584631271229
"SYT2",111.455976977643,-0.173415528739457,0.325595911148413,-0.532609663701862,0.59430381121784,0.701626938594135
"SNORA27",70.6554042181595,0.174187121857407,0.327083353789112,0.532546581290451,0.594347488622308,0.701631436293533
"TMEM140",550.778789796008,-0.0587151649450005,0.110360085089908,-0.532032617564282,0.594703404791009,0.702004508747533
"SYN2",11.123660686596,-0.214849201460177,0.404258721669515,-0.531464604085446,0.595096863249866,0.702421844153883
"GRXCR1",1.00131706963679,-0.488198974742897,0.918762745236959,-0.531365662434413,0.595165411502686,0.702455641944589
"RSPRY1",687.857413305263,-0.0375852456928243,0.0707546832315377,-0.531205059173684,0.595276687511855,0.702539862092351
"NLRP13",3.43446429508214,-0.38838169607172,0.731382938819622,-0.531023729783098,0.595402335293804,0.702641031236884
"AOC2",28.9820051356319,0.131785854389676,0.24841254555296,0.53051207255384,0.5957569409285,0.702965229862599
"OR2V2",3.02137342189978,-0.348732299216888,0.657349761611729,-0.530512551433571,0.595756608994394,0.702965229862599
"SCAMP3",589.930928468693,-0.0408346036409835,0.0770467778772872,-0.529997551695426,0.59611362828719,0.703338947722329
"GRIK1",16.1342520368783,-0.156427795051784,0.295211849162869,-0.529883185567809,0.596192924882836,0.70338535127794
"ATP8A2",26.5020799539726,-0.185107402099979,0.349548922892049,-0.529560785278533,0.596416489360073,0.703413335762493
"CABP2",0.885137364988426,-0.557107432394764,1.05190387065096,-0.529618197953776,0.596376674459264,0.703413335762493
"CRB3",247.483322651872,-0.0930410816839935,0.175669089407554,-0.529638321675006,0.596362719221838,0.703413335762493
"NEU4",4.12752039023403,-0.262309239701736,0.495276906222284,-0.529621382314178,0.596374466184546,0.703413335762493
"UCMA",0.44490250415129,-0.653199656237639,1.23327263879975,-0.529647407789203,0.596356418304695,0.703413335762493
"CPB1",0.759932586479235,-0.57162418981301,1.07997371397596,-0.529294539687041,0.596601142838569,0.703583965209139
"MEGF11",92.3781228037795,-0.111055777574331,0.209843966568958,-0.529230262800222,0.596645725695468,0.703589394700787
"AASDH",667.419665954128,0.0538440773225902,0.101836350415369,0.528731411750043,0.596991783501771,0.703950311413579
